monthly_spend,tenure_months,support_tickets,usage_frequency,payment_delay,contract_length,feature_usage,login_frequency,avg_session_time,discount_usage,service_calls,engagement_score,churn
0.045125391870393876,2.423432520191496,-0.5054934524643415,2.1891721151671164,-0.46212877524381424,-0.7878060597202023,-0.977154903383764,1.017262393759,2.5995061419257883,-1.3081826384786184,2.2236512860670405,-0.07675304472233546,0
0.9907150121565126,-2.2839644661477427,0.806171453212744,-4.337354836716046,-1.63313314734952,0.48936310816532,1.3620668409560952,-0.07431232721070515,-1.875779819964198,1.634100375275855,1.8422549185193293,-0.2726500202619385,0
2.2613511491408893,-1.3671591881770124,-0.11331550384890643,-1.721515871167505,0.0036740677385056486,-2.2602568448896023,0.31113794334144773,-0.052807230777538426,0.5643604298964747,-0.6930009949939806,0.27063383654593987,1.2393198752981944,0
-1.7069115201057892,1.3235152009354447,1.8689420793220712,-0.9746676364134789,-1.486898863080278,1.8238392955936475,1.2962887496906612,1.0838538450987576,-1.8808226891148176,0.5883346178311633,4.807752129952983,0.07671209857327,0
-0.20399285993400273,-0.35218142276618547,3.6311234872357097,2.2094119508692085,-0.8062356032952057,2.6419672650700825,-1.7517482965216056,-0.9612735192853157,-4.467550482150385,-0.03476967149390986,1.7142818505210307,0.8227026206424382,0
-0.9558005406430263,0.3380996508990439,0.2922847141102607,2.1508060802802658,-1.3790815710337727,1.558600039533468,-0.4935080597746092,1.0463730587693059,-1.5039591457818877,-1.4705057642619324,1.6283027397552656,0.662429271586823,0
1.0590762156258906,0.639472144249422,-0.10877803172379497,3.0018051431674144,-0.8463324269067547,0.6676293443088037,-1.4066354808908939,-0.9619787276513981,0.3829228494930248,-1.7067677301769393,-0.1354096245962979,-0.7035684580762832,1
1.100177389883741,-3.452772168297349,-0.9659498893118772,-2.9994208257153856,-4.007443614810713,0.705506218032816,-0.23996705239759364,-0.3193633223597222,-1.7233917410763826,-0.03965034210588425,2.9956808390202516,0.9862715795555297,0
-0.6165044389954117,-1.6060912647942849,0.8113778002958301,5.205726404639955,-1.2968533600718732,2.142737408978368,-1.6837536928630072,-3.3082294862591195,-6.111473211523179,-1.9999422061533882,-3.299659601240565,3.465880433754108,0
-1.6051410990830608,5.982239304047135,1.9005784170505546,5.49425376595297,-0.3339826942887768,-3.83101781456831,-3.4090004694590252,-1.2883936723294471,5.220484032311724,-1.2011676609115387,1.5899213786632196,-1.293145052302156,0
